post_id,image_url,caption,label,misinformation_type,named_entities,categories,posted_date,language,article_url,article_title
NFC_did-balen-shah-throw-a-garland-at-gajendra-narayan-singhs-statue-in-rajbiraj,https://nepalfactcheck.org/wp-content/uploads/2026/02/balen-7-300x169.jpg,राजविराजस्थित गजेन्द्रनारायण सिंहको शालिकमा बलेनले माला हाने कि समर्थकलाई ?,1,Miscaptioned,"Balendra Shah, Balen, Rajbiraj, Gajendra Narayan Singh","Politics, Election",06/03/2026,ne,https://nepalfactcheck.org/2026/02/did-balen-shah-throw-a-garland-at-gajendra-narayan-singhs-statue-in-rajbiraj/,राजविराजमा बालेनले शालिकमा माला फ्याँके कि समर्थकलाई दिए?
NFC_did-balen-shah-throw-a-garland-at-gajendra-narayan-singhs-statue-in-rajbiraj,https://nepalfactcheck.org/wp-content/uploads/2026/02/balen-7-300x169.jpg,"अनुसन्धानमा बलेन शाहले शालिकमा माला हालेको नभई नजिकैका समर्थकलाई दिएको पाइएको छ । ""फेक"" दावी भ्रामक थियो।",0,Pristine,"Balendra Shah, Balen, Rajbiraj, Gajendra Narayan Singh","Politics, Election",06/03/2026,ne,https://nepalfactcheck.org/2026/02/did-balen-shah-throw-a-garland-at-gajendra-narayan-singhs-statue-in-rajbiraj/,राजविराजमा बालेनले शालिकमा माला फ्याँके कि समर्थकलाई दिए?
NFC_abaki-bar-gagan-sarkar-boat-chant-video-is-from-nepal-not-abroad,https://nepalfactcheck.org/wp-content/uploads/2026/02/gagan-sarkar-nara-300x169.jpg,अबकी बार गगन सरकारको नारा विदेशमा सुनिएको दाबी भ्रामक छ,1,Geographic_Mismatch,"Gagan Thapa, Nepal Diaspora","Politics, Election",07/03/2026,ne,https://nepalfactcheck.org/2026/02/abaki-bar-gagan-sarkar-boat-chant-video-is-from-nepal-not-abroad/,विदेशमा अबकी बार गगन सरकार नारा गुञ्जिएको दावी भ्रामक
NFC_abaki-bar-gagan-sarkar-boat-chant-video-is-from-nepal-not-abroad,https://nepalfactcheck.org/wp-content/uploads/2026/02/gagan-sarkar-nara-300x169.jpg,‘अबकी बार गगन सरकार’ (अर्को पटक सरकारका लागि गगन थापा) नारा विदेशमा लगाइएको दाबी भ्रामक छ । भिडियो विदेशको होइन नेपालको हो ।,0,Pristine,"Gagan Thapa, Nepal Diaspora","Politics, Election",07/03/2026,ne,https://nepalfactcheck.org/2026/02/abaki-bar-gagan-sarkar-boat-chant-video-is-from-nepal-not-abroad/,विदेशमा अबकी बार गगन सरकार नारा गुञ्जिएको दावी भ्रामक
NFC_gagan_thapas_claim_goats_beaten_misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-3-3-300x169.png,गगन थापाको अगाडि कसैले बच्चा नजनाएको भन्दै बाख्रालाई पिट्नु हुँदैन भनेको भ्रामक कुरा हो,1,Miscaptioned,"Gagan Thapa, Nepali Congress, Goat Metaphor","Politics, Election",08/03/2026,ne,https://nepalfactcheck.org/2026/02/gagan_thapas_claim_goats_beaten_misleading/,गगन थापाकै अघि बाख्रो ब्याएन भनेर बोको कुट्नु हुँदैन भनियो भन्ने दाबी भ्रामक
NFC_gagan_thapas_claim_goats_beaten_misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-3-3-300x169.png,बाख्राबारे गगन थापाले दिएको बयानबारे भाइरल दाबी भ्रामक छ । प्रसंग अर्कै थियो ।,0,Pristine,"Gagan Thapa, Nepali Congress, Goat Metaphor","Politics, Election",08/03/2026,ne,https://nepalfactcheck.org/2026/02/gagan_thapas_claim_goats_beaten_misleading/,गगन थापाकै अघि बाख्रो ब्याएन भनेर बोको कुट्नु हुँदैन भनियो भन्ने दाबी भ्रामक
NFC_dailekh-1-basana-thapa-first-time-election-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/nagarik-daily-300x169.jpg,दैलेख–१ कांग्रेसका उम्मेदवार बसना थापा पहिलो पटक चुनाव लडिरहेको नागरिकको दाबी भ्रामक छ,1,Fabricated,"Basana Thapa, Dailekh, Nepali Congress, Nagarik","Politics, Election, Media",09/03/2026,ne,https://nepalfactcheck.org/2026/02/dailekh-1-basana-thapa-first-time-election-claim-misleading/,दैलेख–१ की कांग्रेस उम्मेदवार बासना थापा पहिलो पटक चुनावमा भन्ने नागरिकको दावी भ्रामक
NFC_dailekh-1-basana-thapa-first-time-election-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/nagarik-daily-300x169.jpg,दैलेख–१ कांग्रेसका उम्मेदवार बसना थापा पहिलो पटक चुनाव लडेको नागरिक दैनिकको दाबी भ्रामक छ । यसअघि पनि चुनाव लडेकी छिन् ।,0,Pristine,"Basana Thapa, Dailekh, Nepali Congress, Nagarik","Politics, Election, Media",09/03/2026,ne,https://nepalfactcheck.org/2026/02/dailekh-1-basana-thapa-first-time-election-claim-misleading/,दैलेख–१ की कांग्रेस उम्मेदवार बासना थापा पहिलो पटक चुनावमा भन्ने नागरिकको दावी भ्रामक
NFC_bagadiya-harka-sampang-context-cut-video,https://nepalfactcheck.org/wp-content/uploads/2026/02/harka_sampang_misleading-300x169.jpg,"के एमाले उम्मेदवारले हर्क साम्पाङलाई साथ दिए ? होइन, भाइरल भिडियो भ्रामक छ",1,Miscaptioned,"Harka Sampang, CPN-UML, Bagadiya","Politics, Election",10/03/2026,ne,https://nepalfactcheck.org/2026/02/bagadiya-harka-sampang-context-cut-video/,"हर्क साम्पाङलाई एमाले उम्मेदवारले समर्थन गरेको? होइन, भाइरल भिडियो भ्रामक"
NFC_bagadiya-harka-sampang-context-cut-video,https://nepalfactcheck.org/wp-content/uploads/2026/02/harka_sampang_misleading-300x169.jpg,एमाले उम्मेदवार हर्क साम्पाङलाई समर्थन गरेको भाइरल भिडियो भ्रामक छ। भिडियोलाई सन्दर्भ बाहिर निकालिएको हो।,0,Pristine,"Harka Sampang, CPN-UML, Bagadiya","Politics, Election",10/03/2026,ne,https://nepalfactcheck.org/2026/02/bagadiya-harka-sampang-context-cut-video/,"हर्क साम्पाङलाई एमाले उम्मेदवारले समर्थन गरेको? होइन, भाइरल भिडियो भ्रामक"
NFC_jhapa-goli-hanahan-greece-video-viral-misinformation,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-4-1-300x169.png,ग्रीसबाट आएको भिडियोले झापामा भएको गोलीकाण्डबारे गलत सूचना फैलाएको थियो,1,Geographic_Mismatch,"Jhapa, Greece, Shooting, Election","Society, Politics",10/03/2026,ne,https://nepalfactcheck.org/2026/02/jhapa-goli-hanahan-greece-video-viral-misinformation/,ग्रीसको भिडियो राखी झापामा गोली हानाहान भएको मिथ्या सूचना भाइरल बनाइँदै
NFC_jhapa-goli-hanahan-greece-video-viral-misinformation,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-4-1-300x169.png,नेपालको झापामा भएको गोलीकाण्डको गलत समाचार फैलाउन ग्रीसको भिडियो प्रयोग भइरहेको छ ।,0,Pristine,"Jhapa, Greece, Shooting, Election","Society, Politics",10/03/2026,ne,https://nepalfactcheck.org/2026/02/jhapa-goli-hanahan-greece-video-viral-misinformation/,ग्रीसको भिडियो राखी झापामा गोली हानाहान भएको मिथ्या सूचना भाइरल बनाइँदै
NFC_did-ram-kumari-jhankri-say-kp-oli-does-nothing-except-corruption,https://nepalfactcheck.org/wp-content/uploads/2026/02/Ramkumari-300x169.png,ओलीको आलोचना गर्ने रामकुमारी झाँक्रीको भाइरल भिडियोको सत्यता के हो ?,1,Miscaptioned,"Ram Kumari Jhankri, KP Sharma Oli, CPN-UML","Politics, Election",10/03/2026,ne,https://nepalfactcheck.org/2026/02/did-ram-kumari-jhankri-say-kp-oli-does-nothing-except-corruption/,ओलीको आलोचना गर्दै गरेको रामकुमारी झाँक्रीको भाइरल भिडियोको तथ्य के हो?
NFC_did-ram-kumari-jhankri-say-kp-oli-does-nothing-except-corruption,https://nepalfactcheck.org/wp-content/uploads/2026/02/Ramkumari-300x169.png,केपी शर्मा ओलीको आलोचना गर्ने रामकुमारी झाँक्रीको भनाइ यथार्थ हो तर भाइरल क्लिपको विशिष्ट फ्रेमिङलाई सन्दर्भ बाहिर निकाल्न सकिन्छ ।,0,Pristine,"Ram Kumari Jhankri, KP Sharma Oli, CPN-UML","Politics, Election",10/03/2026,ne,https://nepalfactcheck.org/2026/02/did-ram-kumari-jhankri-say-kp-oli-does-nothing-except-corruption/,ओलीको आलोचना गर्दै गरेको रामकुमारी झाँक्रीको भाइरल भिडियोको तथ्य के हो?
NFC_did-rabi-lamichhane-say-uml-is-a-party-with-good-leaders,https://nepalfactcheck.org/wp-content/uploads/2026/02/rabi-lamichhane-300x169.jpg,के रवि लामिछानेले भने एमाले असल नेता भएको पार्टी हो ? यो तथ्य हो,1,Miscaptioned,"Rabi Lamichhane, RSP, CPN-UML","Politics, Election",11/03/2026,ne,https://nepalfactcheck.org/2026/02/did-rabi-lamichhane-say-uml-is-a-party-with-good-leaders/,के रवि लामिछानेले एमाले राम्रो नेताहरू भएको पार्टी हो भनेका हुन्? तथ्य यस्तो छ
NFC_did-rabi-lamichhane-say-uml-is-a-party-with-good-leaders,https://nepalfactcheck.org/wp-content/uploads/2026/02/rabi-lamichhane-300x169.jpg,एमालेको तारिफ गरेको रवि लामिछानेको भाइरल क्लिप भ्रामक छ । उनको वास्तविक भनाइ पूर्ण सन्दर्भमा सुन्दा फरक थियो।,0,Pristine,"Rabi Lamichhane, RSP, CPN-UML","Politics, Election",11/03/2026,ne,https://nepalfactcheck.org/2026/02/did-rabi-lamichhane-say-uml-is-a-party-with-good-leaders/,के रवि लामिछानेले एमाले राम्रो नेताहरू भएको पार्टी हो भनेका हुन्? तथ्य यस्तो छ
NFC_surakshya-pant-hpv-vaccine-claim-review,https://nepalfactcheck.org/wp-content/uploads/2026/02/vaccine-1-300x169.jpg,"के HPV खोप असुरक्षित छ, अभिनेत्री सुरक्षा पन्तको शंका ?",1,Fabricated,"Surakshya Pant, HPV Vaccine, Nepal","Health, Entertainment",11/03/2026,ne,https://nepalfactcheck.org/2026/02/surakshya-pant-hpv-vaccine-claim-review/,के कलाकार सुरक्षा पन्तले शंका गरे जस्तै एचपिभी खोप लगाउनु असुरक्षित हो?
NFC_surakshya-pant-hpv-vaccine-claim-review,https://nepalfactcheck.org/wp-content/uploads/2026/02/vaccine-1-300x169.jpg,अभिनेत्री सुरक्षा पन्तले एचपीभी भ्याक्सिनको सुरक्षालाई लिएर उठाएको चिन्तालाई वैज्ञानिक प्रमाणले समर्थन गर्दैन। डब्ल्यूएचओले खोपलाई सुरक्षित मानेको छ।,0,Pristine,"Surakshya Pant, HPV Vaccine, Nepal","Health, Entertainment",11/03/2026,ne,https://nepalfactcheck.org/2026/02/surakshya-pant-hpv-vaccine-claim-review/,के कलाकार सुरक्षा पन्तले शंका गरे जस्तै एचपिभी खोप लगाउनु असुरक्षित हो?
NFC_siddhababa-temple-palpa-snow-ai-edited,https://nepalfactcheck.org/wp-content/uploads/2026/02/palpa-300x169.png,भ्रममा नपर्नुहोस् - हिउँले ढाकेको पाल्पाको सिद्धबाबा मन्दिरको फोटो वास्तविक होइन,1,Fabricated,"Siddhababa Temple, Palpa, Snow, AI Edited","Tourism, Religion",12/03/2026,ne,https://nepalfactcheck.org/2026/02/siddhababa-temple-palpa-snow-ai-edited/,"नझुक्किनुस्, हिउँले ढाकेको पाल्पाको सिद्धबाबा मन्दिरको फोटो सही होइन"
NFC_siddhababa-temple-palpa-snow-ai-edited,https://nepalfactcheck.org/wp-content/uploads/2026/02/palpa-300x169.png,हिउँले ढाकिएको पाल्पाको सिद्धबाबा मन्दिरको तस्बिर वास्तविक तस्विर नभई एआई सम्पादन गरिएको हो ।,0,Pristine,"Siddhababa Temple, Palpa, Snow, AI Edited","Tourism, Religion",12/03/2026,ne,https://nepalfactcheck.org/2026/02/siddhababa-temple-palpa-snow-ai-edited/,"नझुक्किनुस्, हिउँले ढाकेको पाल्पाको सिद्धबाबा मन्दिरको फोटो सही होइन"
NFC_harka-sampang-supporters-photo-factcheck,https://nepalfactcheck.org/wp-content/uploads/2026/02/Harka-FACT_CHECK-DESIGN-7-300x169.png,हर्क साम्पाङ समर्थकको भाइरल एयरपोर्ट फोटो एआई द्वारा उत्पन्न गरिएको हो,1,Fabricated,"Harka Sampang, Airport, AI Generated","Politics, Election",12/03/2026,ne,https://nepalfactcheck.org/2026/02/harka-sampang-supporters-photo-factcheck/,हर्क साम्पाङ समर्थकको भनिएको विमानस्थलको भाइरल फोटो एआईबाट बनेको
NFC_harka-sampang-supporters-photo-factcheck,https://nepalfactcheck.org/wp-content/uploads/2026/02/Harka-FACT_CHECK-DESIGN-7-300x169.png,एयरपोर्टमा भाइरल फोटोमा हर्क साम्पाङका समर्थकहरूलाई देखाउने दाबी गरिएको छ भने एआई-जेनरेट गरिएको छ।,0,Pristine,"Harka Sampang, Airport, AI Generated","Politics, Election",12/03/2026,ne,https://nepalfactcheck.org/2026/02/harka-sampang-supporters-photo-factcheck/,हर्क साम्पाङ समर्थकको भनिएको विमानस्थलको भाइरल फोटो एआईबाट बनेको
NFC_deepfake-video-of-modi,https://nepalfactcheck.org/wp-content/uploads/2026/03/modi-fake-gagan-300x169.png,मोदीले बलेनलाई चुनावमा बधाई दिएको दाबी गर्ने भिडियो वास्तविक होइन - डीपफेक,1,Fabricated,"Narendra Modi, Balendra Shah, Balen, Deepfake, AI","Politics, Election, International",13/03/2026,ne,https://nepalfactcheck.org/2026/03/deepfake-video-of-modi/,मोदीले बालेनलाई चुनावी शुभकामना दिए भनिएको भिडियो सही होइन
NFC_deepfake-video-of-modi,https://nepalfactcheck.org/wp-content/uploads/2026/03/modi-fake-gagan-300x169.png,भारतीय प्रधानमन्त्री मोदीले बलेन शाहलाई चुनावी अभियानमा बधाई दिएको दाबी गरेको भाइरल भिडियो गहिरो छ। मोदीले यस्तो अभिव्यक्ति दिएनन् ।,0,Pristine,"Narendra Modi, Balendra Shah, Balen, Deepfake, AI","Politics, Election, International",13/03/2026,ne,https://nepalfactcheck.org/2026/03/deepfake-video-of-modi/,मोदीले बालेनलाई चुनावी शुभकामना दिए भनिएको भिडियो सही होइन
NFC_rsp-army-tob-border-security-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-300x169.png,सीमा सुरक्षाको जिम्मेवारी टिओबीलाई दिने राप्रपाको दावी सही होइन,1,Miscaptioned,"RSP, Border Security, TOB, Nepal Army","Politics, Security",13/03/2026,ne,https://nepalfactcheck.org/2026/02/rsp-army-tob-border-security-claim-misleading/,रास्वपाको वाचा पत्रमा सीमा सुरक्षाको जिम्मा टिओबीलाई दिने दावी सही होइन
NFC_rsp-army-tob-border-security-claim-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-300x169.png,सीमा सुरक्षाको जिम्मेवारी TOB (तिब्बती वा अन्य बल)लाई दिने रासपको प्रतिज्ञापत्रमा भएको दाबी गलत छ । प्रतिज्ञालाई गलत ढंगले प्रस्तुत गरियो।,0,Pristine,"RSP, Border Security, TOB, Nepal Army","Politics, Security",13/03/2026,ne,https://nepalfactcheck.org/2026/02/rsp-army-tob-border-security-claim-misleading/,रास्वपाको वाचा पत्रमा सीमा सुरक्षाको जिम्मा टिओबीलाई दिने दावी सही होइन
NFC_deuba-ai-video-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/03/FACT_CHECK-DESIGN-8-300x168.jpg,कन्टेन्ट क्रिएटरले एआई खुलाएनन् - नक्कली नोटको बन्डलको भिडियोले देउवालाई भ्रम,1,Fabricated,"Sher Bahadur Deuba, AI Video, Election Cash","Politics, Technology",14/03/2026,ne,https://nepalfactcheck.org/2026/03/deuba-ai-video-misleading/,कन्टेन्ट क्रिएटरले स्पष्ट नखुलाउँदा देउवाले नोटको बिटो एआई नै हो भनेको भिडियोमा झुक्किए
NFC_deuba-ai-video-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/03/FACT_CHECK-DESIGN-8-300x168.jpg,पूर्वप्रधानमन्त्री देउवालाई नोटको बन्डल देखाइएको एआईले बनाएको भिडियोले भ्रममा पारेको थियो । सामग्री निर्माताले खुलासा गरेन कि यो AI-उत्पन्न थियो।,0,Pristine,"Sher Bahadur Deuba, AI Video, Election Cash","Politics, Technology",14/03/2026,ne,https://nepalfactcheck.org/2026/03/deuba-ai-video-misleading/,कन्टेन्ट क्रिएटरले स्पष्ट नखुलाउँदा देउवाले नोटको बिटो एआई नै हो भनेको भिडियोमा झुक्किए
NFC_gagan-thapa-sarlahi-chased-viral-video-fact-check,https://nepalfactcheck.org/wp-content/uploads/2026/03/gagan-thapa-300x169.jpg,"के गगन थापालाई सर्लाहीमा खेदियो ? होइन, भाइरल भिडियो आठ वर्ष पुरानो हो",1,Temporal_Mismatch,"Gagan Thapa, Sarlahi, Nepali Congress","Politics, Election",15/03/2026,ne,https://nepalfactcheck.org/2026/03/gagan-thapa-sarlahi-chased-viral-video-fact-check/,"गगन थापालाई सर्लाहीमा लखेटियो? होइन, भाइरल भिडियो आठ वर्ष पुरानो"
NFC_gagan-thapa-sarlahi-chased-viral-video-fact-check,https://nepalfactcheck.org/wp-content/uploads/2026/03/gagan-thapa-300x169.jpg,सर्लाहीमा गगन थापालाई खेदेको भाइरल भिडियो आठ वर्ष पुरानो र वर्तमान निर्वाचनसँग सम्बन्धित छैन।,0,Pristine,"Gagan Thapa, Sarlahi, Nepali Congress","Politics, Election",15/03/2026,ne,https://nepalfactcheck.org/2026/03/gagan-thapa-sarlahi-chased-viral-video-fact-check/,"गगन थापालाई सर्लाहीमा लखेटियो? होइन, भाइरल भिडियो आठ वर्ष पुरानो"
NFC_butwal-congress-photo-ai-generated,https://nepalfactcheck.org/wp-content/uploads/2026/03/butwal-congress-300x169.jpg,बुटवलमा कांग्रेसको र्‍यालीमा बिरुवा देखाइएको तस्बिर एआईले बनाएको हो,1,Fabricated,"Nepali Congress, Butwal, AI Generated Photo","Politics, Election",15/03/2026,ne,https://nepalfactcheck.org/2026/03/butwal-congress-photo-ai-generated/,बुटवलको कांग्रेस सभामा बोटबिरुवासहित देखाइएको फोटो एआई–निर्मित
NFC_butwal-congress-photo-ai-generated,https://nepalfactcheck.org/wp-content/uploads/2026/03/butwal-congress-300x169.jpg,बुटवलमा बिरुवा/हरियाली सहितको कांग्रेसको र्‍याली देखाइएको तस्बिर एआई-जेनरेट गरिएको हो र वास्तविक फोटो होइन।,0,Pristine,"Nepali Congress, Butwal, AI Generated Photo","Politics, Election",15/03/2026,ne,https://nepalfactcheck.org/2026/03/butwal-congress-photo-ai-generated/,बुटवलको कांग्रेस सभामा बोटबिरुवासहित देखाइएको फोटो एआई–निर्मित
NFC_viral-video-claiming-u-s-attack-on-iran-found-to-be-ai-generated,https://nepalfactcheck.org/wp-content/uploads/2026/03/iran-attack-ai-300x169.jpg,Video going viral in Nepal claiming US attack on Iran is not true - AI generated,1,Fabricated,"Iran, USA, Attack, AI Generated Video",International,16/03/2026,ne-en,https://nepalfactcheck.org/2026/03/viral-video-claiming-u-s-attack-on-iran-found-to-be-ai-generated/,इरानमा भएको आक्रमण दावी गर्दै नेपालमा भाइरल भएको भिडिओ सत्य होइन
NFC_viral-video-claiming-u-s-attack-on-iran-found-to-be-ai-generated,https://nepalfactcheck.org/wp-content/uploads/2026/03/iran-attack-ai-300x169.jpg,The video going viral in Nepal claiming to show a US attack on Iran is AI-generated and not a real video of any attack.,0,Pristine,"Iran, USA, Attack, AI Generated Video",International,16/03/2026,ne-en,https://nepalfactcheck.org/2026/03/viral-video-claiming-u-s-attack-on-iran-found-to-be-ai-generated/,इरानमा भएको आक्रमण दावी गर्दै नेपालमा भाइरल भएको भिडिओ सत्य होइन
NFC_photo-of-congress-leader-carrying-tree-in-campaign-is-not-real,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-1-3-300x169.png,भ्रममा नपर्नुहोस् - चुनावी प्रचारमा रुख बोकेको कांग्रेस नेताको तस्बिर वास्तविक होइन,1,Fabricated,"Nepali Congress, Election Campaign, Tree Photo","Politics, Election",16/03/2026,ne,https://nepalfactcheck.org/2026/02/photo-of-congress-leader-carrying-tree-in-campaign-is-not-real/,"नझुक्किनुस्, कांग्रेस नेता रुख बोकेर चुनावी प्रचारमा हिँडेको फोटो वास्तविक होइन"
NFC_photo-of-congress-leader-carrying-tree-in-campaign-is-not-real,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-1-3-300x169.png,चुनावी प्रचारका क्रममा रुख बोकेर हिँडेको कांग्रेस नेताको भाइरल तस्बिर एआई-जेनरेट वा डिजिटल रूपमा हेरफेर गरिएको हो।,0,Pristine,"Nepali Congress, Election Campaign, Tree Photo","Politics, Election",16/03/2026,ne,https://nepalfactcheck.org/2026/02/photo-of-congress-leader-carrying-tree-in-campaign-is-not-real/,"नझुक्किनुस्, कांग्रेस नेता रुख बोकेर चुनावी प्रचारमा हिँडेको फोटो वास्तविक होइन"
NFC_sobita-gautam-gurung-tharu-remark-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/03/sobita-gautam-1-300x169.jpg,प्रेस विज्ञप्तिमा शोविता गौतमले आदिवासीहरूले पैसाको लागि आफूलाई बेच्ने भ्रामक भएको दाबी गरे,1,Miscaptioned,"Sobita Gautam, RSP, Indigenous, Janajati","Politics, Social",17/03/2026,ne,https://nepalfactcheck.org/2026/03/sobita-gautam-gurung-tharu-remark-misleading/,सोविता गौतमले आदिवासी जनजातिलाई पैसामा बिक्ने भने दावीसहित विज्ञप्ति यसकारण भ्रामक
NFC_sobita-gautam-gurung-tharu-remark-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/03/sobita-gautam-1-300x169.jpg,सोविता गौतमले दाबी गरेको प्रेस विज्ञप्तिमा आदिवासी/जनजाति समुदायले पैसाको लागि आफूलाई बेच्ने भ्रामक छ। उनको वास्तविक बयान सन्दर्भ बाहिर लिइएको थियो।,0,Pristine,"Sobita Gautam, RSP, Indigenous, Janajati","Politics, Social",17/03/2026,ne,https://nepalfactcheck.org/2026/03/sobita-gautam-gurung-tharu-remark-misleading/,सोविता गौतमले आदिवासी जनजातिलाई पैसामा बिक्ने भने दावीसहित विज्ञप्ति यसकारण भ्रामक
NFC_balen-rabi-misinformation,https://nepalfactcheck.org/wp-content/uploads/2026/02/rabi-misinfo-by-harka-sampang-supporter-300x169.jpg,के रवि लामिछानेले भनेका थिए बलेन शाहलाई प्रधानमन्त्री बनाउने सहमति ?,1,Miscaptioned,"Rabi Lamichhane, Balendra Shah, Balen, RSP, Prime Minister","Politics, Election",17/03/2026,ne,https://nepalfactcheck.org/2026/02/balen-rabi-misinformation/,के रवि लामिछानेले बालेन शाहलाई प्रधानमन्त्री बनाउने सहमति नभएको भनेका हुन्?
NFC_balen-rabi-misinformation,https://nepalfactcheck.org/wp-content/uploads/2026/02/rabi-misinfo-by-harka-sampang-supporter-300x169.jpg,बलेन शाहलाई प्रधानमन्त्री बनाउने कुनै पनि सम्झौतालाई अस्वीकार गरेको रवि लामिछानेको भाइरल क्लिपलाई पूर्ण सन्दर्भबाट बाहिर निकाल्दा भ्रामक छ।,0,Pristine,"Rabi Lamichhane, Balendra Shah, Balen, RSP, Prime Minister","Politics, Election",17/03/2026,ne,https://nepalfactcheck.org/2026/02/balen-rabi-misinformation/,के रवि लामिछानेले बालेन शाहलाई प्रधानमन्त्री बनाउने सहमति नभएको भनेका हुन्?
NFC_prachanda-viral-video-debunked,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-2-2-300x169.png,जित्नको लागि मतपेटिका परिवर्तन गर्ने भ्रामक दाबी गर्न प्रचण्डको भाषणको क्लिपहरू एकसाथ टाँसियो,1,Fabricated,"Pushpa Kamal Dahal, Prachanda, Ballot Box, Election","Politics, Election",17/03/2026,ne,https://nepalfactcheck.org/2026/02/prachanda-viral-video-debunked/,प्रचण्डको भाषणको टुक्रा जोडेर बनाइयो बाकसै बदलेर चुनाव जित्नुपर्ने भ्रामक दाबी
NFC_prachanda-viral-video-debunked,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-2-2-300x169.png,प्रचण्डले चुनाव जित्नको लागि मतपेटिका परिवर्तन गर्ने कुरालाई झूटो रूपमा बुझाउनका लागि प्रचण्डको भाषणका धेरै क्लिपहरू एकसाथ टाँसिएको थियो।,0,Pristine,"Pushpa Kamal Dahal, Prachanda, Ballot Box, Election","Politics, Election",17/03/2026,ne,https://nepalfactcheck.org/2026/02/prachanda-viral-video-debunked/,प्रचण्डको भाषणको टुक्रा जोडेर बनाइयो बाकसै बदलेर चुनाव जित्नुपर्ने भ्रामक दाबी
NFC_heavy-rain-claim-false-light-to-moderate-rain-in-kathmandu,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-4-2-300x169.png,"मंगलबार काठमाडौं क्षेत्रमा हल्कादेखि मध्यम वर्षा भएको छ, भारी वर्षा भएको छैन",1,Fabricated,"Kathmandu, Rain, Weather Forecast",Weather,18/03/2026,ne,https://nepalfactcheck.org/2026/02/heavy-rain-claim-false-light-to-moderate-rain-in-kathmandu/,"मंगलबार काठमाडौंसहितका स्थानमा भारी होइन, हल्कादेखि मध्यम वर्षा भएको हो"
NFC_heavy-rain-claim-false-light-to-moderate-rain-in-kathmandu,https://nepalfactcheck.org/wp-content/uploads/2026/02/FACT_CHECK-DESIGN-4-2-300x169.png,मंगलबार काठमाडौं र आसपासका क्षेत्रमा भारी वर्षा भएको दाबी गलत हो । हल्कादेखि मध्यम वर्षा मात्रै भएको थियो ।,0,Pristine,"Kathmandu, Rain, Weather Forecast",Weather,18/03/2026,ne,https://nepalfactcheck.org/2026/02/heavy-rain-claim-false-light-to-moderate-rain-in-kathmandu/,"मंगलबार काठमाडौंसहितका स्थानमा भारी होइन, हल्कादेखि मध्यम वर्षा भएको हो"
NFC_claim-that-u-s-army-marched-in-nepal-is-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/us-army-factcheck-300x169.jpg,सेना दिवसमा सैन्य ब्यान्ड कार्यक्रम अमेरिकी परेड भएको दाबी भ्रामक छ,1,Miscaptioned,"Nepal Army, Military Band, USA, Army Day","Military, Politics",18/03/2026,ne,https://nepalfactcheck.org/2026/02/claim-that-u-s-army-marched-in-nepal-is-misleading/,सैनिक दिवसको ब्यान्ड कार्यक्रमलाई अमेरिकी परेड भनेर फैलाइएको दावी भ्रामक
NFC_claim-that-u-s-army-marched-in-nepal-is-misleading,https://nepalfactcheck.org/wp-content/uploads/2026/02/us-army-factcheck-300x169.jpg,मिलिट्री ब्यान्ड परेड जस्तो देखिने भाइरल भिडियोलाई नेपालमा मार्च गरिरहेको अमेरिकी सेनाको परेड हो भनी गलत दाबी गरिएको थियो । यो वास्तवमा नेपाली सेनाको ब्यान्ड कार्यक्रम हो।,0,Pristine,"Nepal Army, Military Band, USA, Army Day","Military, Politics",18/03/2026,ne,https://nepalfactcheck.org/2026/02/claim-that-u-s-army-marched-in-nepal-is-misleading/,सैनिक दिवसको ब्यान्ड कार्यक्रमलाई अमेरिकी परेड भनेर फैलाइएको दावी भ्रामक
